270,271,272,273,270,271,272,273,40,41,374,375,374,375,374,375,374,375,374,375,374,375,374,375,374,375,374,375,374,0,1,1,1,1,5,374,374,375,374,375,374,375,374,375,374,375,351,162,163,164,165,166,167,375,374,375,374,0,96,25,25,25,25,25
294,295,296,297,294,295,296,297,398,399,400,401,398,399,400,401,54,55,56,57,54,55,56,57,350,351,350,351,350,72,25,25,25,25,101,1,1,5,350,351,350,351,350,351,350,351,350,186,187,188,189,190,191,351,350,351,350,72,25,25,25,25,25,25
318,319,320,321,318,319,320,321,422,423,424,425,422,423,424,425,78,79,80,81,78,79,80,81,374,375,374,375,374,72,25,25,25,25,25,25,25,29,374,375,374,375,374,375,374,375,374,210,211,212,213,214,215,0,1,1,1,96,25,25,25,25,25,25
246,247,248,249,246,247,248,249,102,103,104,105,102,103,104,105,102,103,104,105,102,103,104,105,350,351,350,351,350,72,25,25,25,25,25,25,25,29,350,351,350,0,1,5,350,351,350,234,235,236,237,238,239,72,25,25,25,25,25,25,25,25,25,25
270,271,272,273,270,271,272,273,126,127,128,129,126,127,128,129,126,127,128,129,126,127,128,129,374,375,374,0,1,96,25,25,25,25,25,25,25,101,5,374,374,72,25,101,1,1,5,375,374,0,1,1,1,96,25,25,25,25,25,25,25,25,25,25
294,295,296,297,294,295,296,297,150,151,152,153,150,151,152,153,150,151,152,153,150,151,152,153,350,0,1,96,25,25,25,25,25,25,25,25,25,25,101,5,350,72,25,25,25,25,101,1,1,96,25,25,25,25,25,25,25,25,25,25,25,25,25,25
318,319,320,321,318,319,320,321,174,175,176,177,174,175,176,177,174,175,176,177,222,223,224,225,0,96,25,25,25,25,25,25,25,25,25,25,25,25,25,101,1,96,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,0,1,2,3,96,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,48,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,72,25,25,25,25,25,25,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,25,25,25,25,25,25
246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,24,25,26,27,28,25,26,27,28,28,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,28,28,28,28,28,28
270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,48,25,26,27,28,25,25,25,25,26,27,28,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,52,52,52,52,52,52
294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,72,25,26,27,28,49,49,49,49,50,51,52,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,73,74,75,76,76,76,76,76,76,76
318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,24,25,26,27,25,73,73,73,73,74,75,76,49,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,27,28
246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,48,49,50,51,49,49,49,49,49,73,73,73,73,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,51,52
270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,72,73,74,75,73,73,73,73,73,73,74,75,76,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,75,76
294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,72,73,74,75,73,73,73,73,73,73,74,75,76,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,75,76
318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,78,79,80,81,78,79,80,81,78,79,80,81,78,79,80,81,78,79,80,81,78,79,80,81,78,79,80,81,78,79,80,81,78,79,80,81,78,79,80,81,78,79,80,81
246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,102,103,104,105,102,103,104,105,102,103,104,105,102,103,104,249,102,103,104,105,102,103,104,105,102,103,104,105,102,103,104,105,102,103,104,105,102,103,104,105,102,103,104,249
270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,126,127,128,129,126,127,128,129,126,127,128,129,126,127,128,273,126,127,128,129,126,127,128,129,126,127,128,129,126,127,128,129,126,127,128,129,126,127,128,129,126,127,128,273
294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,150,151,152,153,150,151,152,153,150,151,152,153,150,151,152,297,150,151,152,153,150,151,152,153,150,151,152,153,150,151,152,153,150,151,152,153,150,151,152,153,150,151,152,297
318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177,174,175,176,177
246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249,246,247,248,249
270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273,270,271,272,273
294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297,294,295,296,297
318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321
